;Title;Genre;Actors
4685;Dune;Action, Adventure, Sci-Fi            ;Kyle MacLachlan, Virginia Madsen, Francesca Annis, Leonardo Cimino
4686;Beverly Hills Cop;Action, Comedy, Crime            ;Eddie Murphy, Judge Reinhold, John Ashton, Lisa Eilbacher
4687;Silent Night, Deadly Night;Horror, Thriller            ;Lilyan Chauvin, Gilmer McCormick, Toni Nero, Robert Brian Wilson
4688;Oh, God! You Devil;Comedy, Fantasy            ;George Burns, Ted Wass, Ron Silver, Roxanne Hart
4689;Ghoulies;Comedy, Fantasy, Horror            ;Peter Liapis, Lisa Pelikan, Michael Des Barres, Jack Nance
4690;The Killing Fields;Biography, Drama, History            ;Sam Waterston, Haing S. Ngor, John Malkovich, Julian Sands
4691;A Nightmare on Elm Street;Horror            ;Heather Langenkamp, Johnny Depp, Robert Englund, John Saxon
4692;The Terminator;Action, Sci-Fi            ;Arnold Schwarzenegger, Linda Hamilton, Michael Biehn, Paul Winfield
4693;Firstborn;Drama, Thriller            ;Teri Garr, Peter Weller, Christopher Collet, Corey Haim
4694;Crimes of Passion;Drama, Romance, Thriller            ;Kathleen Turner, Anthony Perkins, Bruce Davison, Gordon Hunt
4695;The Little Drummer Girl;Thriller            ;Diane Keaton, Yorgo Voyagis, Klaus Kinski, Sami Frey
4696;Body Double;Crime, Drama, Mystery            ;Craig Wasson, Melanie Griffith, Gregg Henry, Deborah Shelton
4697;1984;Drama, Sci-Fi            ;John Hurt, Richard Burton, Suzanna Hamilton, Cyril Cusack
4698;Threads;Drama, Sci-Fi, War            ;Karen Meagher, Reece Dinsdale, David Brierly, Rita May
4699;Places in the Heart;Drama            ;Sally Field, Lindsay Crouse, Ed Harris, Amy Madigan
4700;Amadeus;Biography, Drama, History            ;F. Murray Abraham, Tom Hulce, Elizabeth Berridge, Roy Dotrice
4701;C.H.U.D.;Horror, Sci-Fi            ;John Heard, Daniel Stern, Christopher Curry, Kim Greist
4702;Tightrope;Crime, Mystery, Thriller            ;Clint Eastwood, Geneviève Bujold, Dan Hedaya, Alison Eastwood
4703;Red Dawn;Action, Drama            ;Patrick Swayze, C. Thomas Howell, Lea Thompson, Charlie Sheen
4704;The Adventures of Buckaroo Banzai Across the 8th Dimension;Adventure, Comedy, Romance            ;Peter Weller, John Lithgow, Ellen Barkin, Jeff Goldblum
4705;The Philadelphia Experiment;Adventure, Drama, Romance            ;Michael Paré, Nancy Allen, Eric Christmas, Bobby Di Cicco
4706;Best Defense;Comedy, War            ;Dudley Moore, Eddie Murphy, Kate Capshaw, George Dzundza
4707;Supergirl;Action, Adventure, Fantasy            ;Helen Slater, Faye Dunaway, Peter O'Toole, Hart Bochner
4708;The Last Starfighter;Action, Adventure, Sci-Fi            ;Lance Guest, Robert Preston, Kay E. Kuter, Dan Mason
4709;Cloak & Dagger;Action, Adventure, Crime            ;Henry Thomas, Dabney Coleman, Michael Murphy, Christina Nigra
4710;The Hit;Crime, Drama, Thriller            ;Freddie Stuart, Ralph Brown, A.J. Clarke, Terence Stamp
4711;The Hills Have Eyes Part II;Horror, Thriller            ;Robert Houston, David Nichols, Virginia Vincent, James Whitworth
4712;Bachelor Party;Comedy            ;Tom Hanks, Tawny Kitaen, Adrian Zmed, George Grizzard
4713;Conan the Destroyer;Action, Adventure, Fantasy            ;Arnold Schwarzenegger, Grace Jones, Olivia d'Abo, Wilt Chamberlain
4714;Cannonball Run II;Action, Comedy            ;Burt Reynolds, Dom DeLuise, Dean Martin, Sammy Davis Jr.
4715;The Karate Kid;Action, Drama, Family            ;Ralph Macchio, Pat Morita, Elisabeth Shue, Martin Kove
4716;The Pope of Greenwich Village;Action, Comedy, Crime            ;Eric Roberts, Mickey Rourke, Daryl Hannah, Geraldine Page
4717;Top Secret!;Comedy, Music            ;Val Kilmer, Lucy Gutteridge, Peter Cushing, Jeremy Kemp
4718;Gremlins;Comedy, Fantasy, Horror            ;Zach Galligan, Phoebe Cates, Hoyt Axton, John Louie
4719;Ghostbusters;Action, Comedy, Fantasy            ;Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis
4720;Beat Street;Drama, Music            ;Rae Dawn Chong, Guy Davis, Jon Chardiet, Leon W. Grant
4721;Streets of Fire;Action, Crime, Drama            ;Michael Paré, Diane Lane, Rick Moranis, Amy Madigan
4722;Star Trek III: The Search for Spock;Action, Adventure, Sci-Fi            ;William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan
4723;The Bostonians;Drama, Romance            ;Christopher Reeve, Vanessa Redgrave, Jessica Tandy, Madeleine Potter
4724;Paris, Texas;Drama            ;Harry Dean Stanton, Nastassja Kinski, Dean Stockwell, Aurore Clément
4725;The Natural;Drama, Sport            ;Robert Redford, Robert Duvall, Glenn Close, Kim Basinger
4726;Firestarter;Action, Horror, Sci-Fi            ;Drew Barrymore, David Keith, Freddie Jones, Heather Locklear
4727;Indiana Jones and the Temple of Doom;Action, Adventure            ;Harrison Ford, Kate Capshaw, Ke Huy Quan, Amrish Puri
4728;Sixteen Candles;Comedy, Romance            ;Molly Ringwald, Anthony Michael Hall, Justin Henry, Michael Schoeffling
4729;The Bounty;Adventure, Drama, History            ;Mel Gibson, Anthony Hopkins, Laurence Olivier, Edward Fox
4730;Hardbodies;Comedy            ;Grant Cramer, Teal Roberts, Gary Wood, Michael Rapport
4731;Breakin';Comedy, Drama, Music            ;Lucinda Dickey, Adolfo Quinones, Michael Chambers, Ben Lokey
4732;The NeverEnding Story;Adventure, Drama, Family            ;Noah Hathaway, Barret Oliver, Tami Stronach, Gerald McRaney
4733;Moscow on the Hudson;Comedy, Drama, Romance            ;Robin Williams, Maria Conchita Alonso, Cleavant Derricks, Alejandro Rey
4734;Blood Simple;Crime, Drama, Thriller            ;John Getz, Frances McDormand, Dan Hedaya, M. Emmet Walsh
4735;Romancing the Stone;Action, Adventure, Comedy            ;Michael Douglas, Kathleen Turner, Danny DeVito, Zack Norman
4736;Police Academy;Comedy            ;Steve Guttenberg, G.W. Bailey, Kim Cattrall, Bubba Smith
4737;Splash;Comedy, Fantasy, Romance            ;Tom Hanks, Daryl Hannah, Eugene Levy, John Candy
4738;Children of the Corn;Horror, Thriller            ;Peter Horton, Linda Hamilton, R.G. Armstrong, John Franklin
4739;The Hotel New Hampshire;Comedy, Drama            ;Rob Lowe, Jodie Foster, Paul McCrane, Beau Bridges
4740;This Is Spinal Tap;Comedy, Music            ;Rob Reiner, Michael McKean, Christopher Guest, Kimberly Stringer
4741;Against All Odds;Action, Adventure, Crime            ;Rachel Ward, Jeff Bridges, James Woods, Alex Karras
4742;Repo Man;Action, Comedy, Crime            ;Harry Dean Stanton, Emilio Estevez, Tracey Walter, Olivia Barash
4743;Footloose;Drama, Music, Romance            ;Kevin Bacon, Lori Singer, John Lithgow, Dianne Wiest
4744;Blame It on Rio;Comedy, Romance            ;Michael Caine, Michelle Johnson, Demi Moore, Joseph Bologna
4745;Broadway Danny Rose;Comedy            ;Woody Allen, Mia Farrow, Nick Apollo Forte, Sandy Baron
4746;The Lonely Guy;Comedy            ;Steve Martin, Charles Grodin, Judith Ivey, Steve Lawrence
4747;Hot Dog... The Movie;Comedy, Romance, Sport            ;David Naughton, Patrick Houser, Tracy Smith, John Patrick Reger
4748;BMX Bandits;Adventure, Crime, Drama            ;David Argue, John Ley, Nicole Kidman, Angelo D'Angelo
4749;D.C. Cab;Action, Comedy            ;Max Gail, Adam Baldwin, Mr. T, Charlie Barnett
4750;The Keep;Drama, Fantasy, Horror            ;Scott Glenn, Ian McKellen, Alberta Watson, Jürgen Prochnow
4751;Uncommon Valor;Action, Drama, Thriller            ;Gene Hackman, Patrick Swayze, Robert Stack, Fred Ward
4752;To Be or Not to Be;Comedy            ;Mel Brooks, Anne Bancroft, Ronny Graham, Estelle Reiner
4753;Two of a Kind;Comedy, Fantasy, Romance            ;John Travolta, Olivia Newton-John, Charles Durning, Oliver Reed
4754;Silkwood;Biography, Drama, History            ;Meryl Streep, Kurt Russell, Cher, Craig T. Nelson
4755;Christine;Horror, Thriller            ;Keith Gordon, John Stockwell, Alexandra Paul, Robert Prosky
4756;Sudden Impact;Action, Crime, Thriller            ;Clint Eastwood, Sondra Locke, Pat Hingle, Bradford Dillman
4757;A Christmas Story;Comedy, Family            ;Peter Billingsley, Melinda Dillon, Darren McGavin, Scott Schwartz
4758;Sleepaway Camp;Horror            ;Felissa Rose, Jonathan Tiersten, Karen Fields, Christopher Collet
4759;Amityville 3-D;Horror            ;Tony Roberts, Tess Harper, Robert Joy, Candy Clark
4760;The Right Stuff;Adventure, Biography, Drama            ;Sam Shepard, Scott Glenn, Ed Harris, Dennis Quaid
4761;The Dead Zone;Drama, Horror, Sci-Fi            ;Christopher Walken, Brooke Adams, Tom Skerritt, Herbert Lom
4762;Rumble Fish;Crime, Drama, Romance            ;Matt Dillon, Mickey Rourke, Diane Lane, Dennis Hopper
4763;Never Say Never Again;Action, Adventure, Thriller            ;Sean Connery, Kim Basinger, Klaus Maria Brandauer, Max von Sydow
4764;Brainstorm;Sci-Fi, Thriller            ;Christopher Walken, Natalie Wood, Louise Fletcher, Cliff Robertson
4765;All the Right Moves;Drama, Romance, Sport            ;Tom Cruise, Lea Thompson, Craig T. Nelson, Charles Cioffi
4766;Eddie and the Cruisers;Drama, Music, Mystery            ;Tom Berenger, Michael Paré, Joe Pantoliano, Matthew Laurance
4767;The Big Chill;Comedy, Drama            ;Tom Berenger, Glenn Close, Jeff Goldblum, William Hurt
4768;Nightmares;Horror, Sci-Fi            ;Cristina Raines, Joe Lambie, Anthony James, Clare Torao
4769;Easy Money;Comedy            ;Rodney Dangerfield, Joe Pesci, Geraldine Fitzgerald, Candice Azzara
4770;Strange Brew;Comedy, Crime, Sci-Fi            ;Rick Moranis, Dave Thomas, Max von Sydow, Paul Dooley
4771;Curse of the Pink Panther;Comedy, Crime, Mystery            ;David Niven, Robert Wagner, Herbert Lom, Joanna Lumley
4772;Phar Lap;Biography, Drama, Family            ;Tom Burlinson, Judy Morris, Richard Morgan, Robert Grubb
4773;Cujo;Horror, Thriller            ;Dee Wallace, Daniel Hugh Kelly, Danny Pintauro, Christopher Stone
4774;Risky Business;Comedy, Crime, Drama            ;Tom Cruise, Rebecca De Mornay, Joe Pantoliano, Richard Masur
4775;The Star Chamber;Crime, Drama, Mystery            ;Michael Douglas, Hal Holbrook, Yaphet Kotto, Sharon Gless
4776;Vacation;Adventure, Comedy            ;Chevy Chase, Beverly D'Angelo, Imogene Coca, Randy Quaid
4777;Krull;Action, Adventure, Sci-Fi            ;Ken Marshall, Lysette Anthony, Freddie Jones, Francesca Annis
4778;Mr. Mom;Comedy, Drama            ;Michael Keaton, Teri Garr, Frederick Koehler, Taliesin Jaffe
4779;Jaws 3-D;Adventure, Horror, Thriller            ;Dennis Quaid, Bess Armstrong, Simon MacCorkindale, Louis Gossett Jr.
4780;Class;Comedy, Drama, Romance            ;Jacqueline Bisset, Rob Lowe, Andrew McCarthy, Cliff Robertson
4781;Staying Alive;Drama, Music, Romance            ;John Travolta, Cynthia Rhodes, Finola Hughes, Steve Inwood
4782;Stroker Ace;Action, Comedy, Romance            ;Burt Reynolds, Ned Beatty, Jim Nabors, Parker Stevenson
4783;Twilight Zone: The Movie;Horror, Sci-Fi            ;Dan Aykroyd, Albert Brooks, Vic Morrow, Doug McGrath
4784;Porky's II: The Next Day;Comedy            ;Dan Monahan, Wyatt Knight, Mark Herrier, Roger Wilson
4785;Superman III;Action, Adventure, Comedy            ;Christopher Reeve, Richard Pryor, Margot Kidder, Jackie Cooper
4786;Educating Rita;Comedy, Drama            ;Michael Caine, Julie Walters, Michael Williams, Maureen Lipman
4787;Trading Places;Comedy            ;Eddie Murphy, Dan Aykroyd, Ralph Bellamy, Don Ameche
4788;Octopussy;Action, Adventure, Thriller            ;Roger Moore, Maud Adams, Louis Jourdan, Kristina Wayborn
4789;Psycho II;Crime, Horror, Mystery            ;Anthony Perkins, Vera Miles, Meg Tilly, Robert Loggia
4790;The Man with Two Brains;Comedy, Romance, Sci-Fi            ;Steve Martin, Kathleen Turner, David Warner, Paul Benedict
4791;Star Wars: Episode VI - Return of the Jedi;Action, Adventure, Fantasy            ;Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams
4792;WarGames;Sci-Fi, Thriller            ;Matthew Broderick, Ally Sheedy, John Wood, Dabney Coleman
4793;Breathless;Action, Drama, Romance            ;Richard Gere, Valérie Kaprisky, Art Metrano, John P. Ryan
4794;Doctor Detroit;Comedy            ;Dan Aykroyd, Howard Hesseman, Donna Dixon, Lydia Lei
4795;Still Smokin;Comedy, Music            ;Cheech Marin, Tommy Chong, Hans Man in 't Veld, Carol van Herwijnen
4796;The Hunger;Drama, Horror            ;Catherine Deneuve, David Bowie, Susan Sarandon, Cliff De Young
4797;Valley Girl;Comedy, Romance            ;Nicolas Cage, Deborah Foreman, Elizabeth Daily, Michael Bowen
4798;Private School;Comedy, Romance            ;Phoebe Cates, Betsy Russell, Matthew Modine, Michael Zorek
4799;My Tutor;Comedy            ;Matt Lattanzi, Caren Kaye, Kevin McCarthy, Clark Brandon
4800;Flashdance;Drama, Music, Romance            ;Jennifer Beals, Michael Nouri, Lilia Skala, Sunny Johnson
4801;Lone Wolf McQuade;Action, Crime, Drama            ;Chuck Norris, David Carradine, Barbara Carrera, Leon Isaac Kennedy
4802;Losin' It;Comedy, Drama            ;Tom Cruise, Jackie Earle Haley, John Stockwell, John P. Navin Jr.
4803;Screwballs;Comedy            ;Peter Keleghan, Kent Deuters, Linda Speciale, Alan Deveau
4804;Star 80;Biography, Drama            ;Mariel Hemingway, Eric Roberts, Cliff Robertson, Carroll Baker
4805;The Outsiders;Crime, Drama            ;C. Thomas Howell, Matt Dillon, Ralph Macchio, Patrick Swayze
4806;Bad Boys;Crime, Drama, Thriller            ;Sean Penn, Reni Santoni, Jim Moody, Eric Gurry
4807;Fire and Ice;Animation, Fantasy, Adventure            ;Randy Norton, Cynthia Leake, Steve Sandor, Sean Hannon
4808;Spring Break;Comedy, Romance            ;David Knell, Steve Bassett, Perry Lang, Paul Land
4809;The Black Stallion Returns;Adventure, Family            ;Kelly Reno, Vincent Spano, Allen Garfield, Woody Strode
4810;10 to Midnight;Crime, Drama, Thriller            ;Charles Bronson, Lisa Eilbacher, Andrew Stevens, Gene Davis
4811;Local Hero;Comedy, Drama            ;Burt Lancaster, Peter Riegert, Fulton Mackay, Denis Lawson
4812;Blue Thunder;Action, Crime, Drama            ;Roy Scheider, Warren Oates, Candy Clark, Daniel Stern
4813;Videodrome;Horror, Sci-Fi, Thriller            ;James Woods, Debbie Harry, Sonja Smits, Peter Dvorsky
4814;High Road to China;Adventure, Drama, Romance            ;Tom Selleck, Bess Armstrong, Jack Weston, Wilford Brimley
4815;The King of Comedy;Comedy, Crime, Drama            ;Robert De Niro, Jerry Lewis, Diahnne Abbott, Sandra Bernhard
4816;The Dark Crystal;Adventure, Family, Fantasy            ;Jim Henson, Kathryn Mullen, Frank Oz, Dave Goelz
4817;Best Friends;Comedy, Drama, Romance            ;Burt Reynolds, Goldie Hawn, Jessica Tandy, Barnard Hughes
4818;Honkytonk Man;Comedy, Drama, Music            ;Clint Eastwood, Kyle Eastwood, John McIntire, Alexa Kenin
4819;Airplane II: The Sequel;Comedy, Sci-Fi            ;Robert Hays, Julie Hagerty, Lloyd Bridges, Raymond Burr
4820;The Toy;Comedy            ;Richard Pryor, Jackie Gleason, Ned Beatty, Scott Schwartz
4821;Sophie's Choice;Drama, Romance            ;Meryl Streep, Kevin Kline, Peter MacNicol, Rita Karin
4822;48 Hrs.;Action, Comedy, Crime            ;Nick Nolte, Eddie Murphy, Annette O'Toole, Frank McRae
4823;The Verdict;Drama            ;Paul Newman, Charlotte Rampling, Jack Warden, James Mason
4824;Frances;Biography, Drama, Romance            ;Jessica Lange, Sam Shepard, Kim Stanley, Bart Burns
4825;Trail of the Pink Panther;Comedy, Crime, Mystery            ;Peter Sellers, David Niven, Herbert Lom, Richard Mulligan
4826;Tootsie;Comedy, Drama, Romance            ;Dustin Hoffman, Jessica Lange, Teri Garr, Dabney Coleman
4827;Gandhi;Biography, Drama, History            ;Ben Kingsley, John Gielgud, Rohini Hattangadi, Roshan Seth
4828;The Last Unicorn;Animation, Adventure, Drama            ;Jeff Bridges, Mia Farrow, Angela Lansbury, Alan Arkin
4829;First Blood;Action, Adventure            ;Sylvester Stallone, Brian Dennehy, Richard Crenna, Bill McKinney
4830;Halloween III: Season of the Witch;Horror, Mystery, Sci-Fi            ;Tom Atkins, Stacey Nelkin, Dan O'Herlihy, Michael Currie
4831;The Entity;Drama, Horror            ;Barbara Hershey, Ron Silver, David Labiosa, George Coe
4832;Amityville II: The Possession;Horror            ;James Olson, Burt Young, Rutanya Alda, Jack Magner
4833;Zapped!;Comedy, Fantasy, Sci-Fi            ;Scott Baio, Willie Aames, Robert Mandan, Felice Schachter
4834;The Beastmaster;Action, Adventure, Fantasy            ;Marc Singer, Tanya Roberts, Rip Torn, John Amos
4835;Fast Times at Ridgemont High;Comedy, Drama            ;Sean Penn, Jennifer Jason Leigh, Judge Reinhold, Robert Romanus
4836;Friday the 13th: Part III;Horror, Thriller            ;Dana Kimmell, Tracie Savage, Richard Brooker, Terry Ballard
4837;The Pirate Movie;Adventure, Comedy, Musical            ;Kristy McNichol, Christopher Atkins, Ted Hamilton, Bill Kerr
4838;An Officer and a Gentleman;Drama, Romance            ;Richard Gere, Debra Winger, David Keith, Robert Loggia
4839;The Best Little Whorehouse in Texas;Comedy, Musical            ;Burt Reynolds, Dolly Parton, Dom DeLuise, Charles Durning
4840;A Midsummer Night's Sex Comedy;Comedy            ;Woody Allen, Mia Farrow, José Ferrer, Julie Hagerty
4841;TRON;Action, Adventure, Sci-Fi            ;Jeff Bridges, Bruce Boxleitner, David Warner, Cindy Morgan
4842;Six Pack;Comedy, Drama, Sport            ;Kenny Rogers, Diane Lane, Erin Gray, Barry Corbin
4843;The Secret of NIMH;Animation, Adventure, Drama            ;Elizabeth Hartman, Derek Jacobi, Dom DeLuise, Arthur Malet
4844;Class of 1984;Action, Crime, Drama            ;Perry King, Merrie Lynn Ross, Timothy Van Patten, Roddy McDowall
4845;The Last American Virgin;Comedy, Drama, Romance            ;Lawrence Monoson, Diane Franklin, Steve Antin, Joe Rubbo
4846;Blade Runner;Action, Sci-Fi, Thriller            ;Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos
